Julia,-3.0,10.0,18.0,10.0,6.0,2.0,-5.0,-13.0,3.0,1.0,3.0,2.0,-3.0,-1.0,1.0,8.0,-24.0,-28.0,-4.0,-6.0,-20.0,11.0,-13.0,-43.0,2.0,0.0,0.0,-5.0,0.0,2.0,-8.0,-15.0,1.0,-60.0,-30.0,-18.0,-40.0,-25.0,-1.0,73.0,-9.0,-13.0,-17.0,-15.0,-27.0,-16.0,-16.0,-15.0,-2.0,19.0,3.0,7.0,-6.0,-17.0,-33.0,-9.0,-3.0,-6.0,-5.0,-3.0,-8.0,-3.0,-1.0,-14.0
Julia,-5.0,-2.0,-5.0,-7.0,-3.0,-4.0,-4.0,-7.0,-1.0,-2.0,-4.0,-3.0,-6.0,0.0,1.0,-1.0,-6.0,16.0,0.0,-1.0,0.0,-7.0,-8.0,-14.0,2.0,-2.0,2.0,-1.0,-4.0,-4.0,-5.0,-3.0,38.0,16.0,-1.0,-1.0,-9.0,-1.0,18.0,37.0,-1.0,-1.0,-2.0,-5.0,-6.0,-6.0,-3.0,-3.0,-28.0,6.0,-5.0,-11.0,-12.0,-12.0,-26.0,-159.0,-4.0,-6.0,-16.0,-20.0,-14.0,1.0,2.0,-6.0
Julia,-6.0,-6.0,-4.0,2.0,-1.0,-2.0,-3.0,-12.0,-1.0,2.0,7.0,9.0,6.0,2.0,-4.0,-8.0,-27.0,-26.0,-11.0,-5.0,0.0,-7.0,-2.0,-12.0,-4.0,-3.0,-3.0,-5.0,-1.0,-3.0,-4.0,-2.0,-28.0,-68.0,-5.0,7.0,44.0,58.0,27.0,30.0,-3.0,2.0,4.0,8.0,8.0,7.0,3.0,9.0,19.0,31.0,-7.0,5.0,13.0,8.0,8.0,32.0,-3.0,-3.0,-4.0,-5.0,-4.0,1.0,-7.0,-10.0
Julia,-7.0,-6.0,-3.0,0.0,-5.0,-9.0,-8.0,5.0,4.0,4.0,5.0,1.0,4.0,-1.0,-2.0,-7.0,-4.0,2.0,7.0,17.0,15.0,-4.0,-17.0,1.0,7.0,-20.0,-9.0,0.0,14.0,9.0,-12.0,-28.0,-3.0,2.0,14.0,24.0,16.0,-3.0,-11.0,0.0,14.0,0.0,10.0,8.0,46.0,17.0,0.0,49.0,-8.0,-4.0,-9.0,-9.0,-4.0,-5.0,-16.0,-18.0,-91.0,-63.0,11.0,8.0,7.0,-12.0,-5.0,43.0
Julia,0.0,-2.0,-2.0,-2.0,-3.0,-2.0,-1.0,-1.0,-16.0,-28.0,-16.0,-10.0,-16.0,-14.0,-20.0,-40.0,-4.0,-6.0,-10.0,-19.0,-19.0,-19.0,-5.0,-7.0,30.0,40.0,-4.0,-2.0,-14.0,-20.0,-13.0,-17.0,1.0,0.0,0.0,6.0,6.0,5.0,3.0,2.0,44.0,33.0,-13.0,-9.0,11.0,19.0,15.0,14.0,0.0,0.0,2.0,9.0,16.0,1.0,-4.0,-5.0,-17.0,-41.0,-12.0,4.0,59.0,66.0,15.0,36.0
Julia,0.0,3.0,12.0,3.0,3.0,3.0,1.0,4.0,-2.0,-2.0,0.0,-4.0,-7.0,-5.0,-3.0,-3.0,-20.0,-14.0,-6.0,-1.0,-11.0,7.0,-13.0,-25.0,-1.0,-2.0,-6.0,-9.0,-7.0,-3.0,-6.0,-5.0,-1.0,-7.0,-19.0,-17.0,-10.0,-25.0,-6.0,29.0,-3.0,-1.0,2.0,6.0,6.0,-2.0,-4.0,-10.0,-34.0,-33.0,-31.0,-9.0,22.0,-37.0,-22.0,-35.0,-5.0,-2.0,1.0,0.0,-2.0,-10.0,-2.0,-6.0
Julia,1.0,3.0,5.0,3.0,7.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,1.0,5.0,5.0,-9.0,-10.0,-4.0,-18.0,-35.0,-12.0,0.0,4.0,0.0,-4.0,10.0,-7.0,-9.0,-16.0,-15.0,-17.0,-12.0,-12.0,-16.0,-62.0,-29.0,-17.0,-9.0,-49.0,-77.0,-15.0,-59.0,-4.0,-5.0,-11.0,-17.0,-12.0,-14.0,-13.0,7.0,90.0,42.0,20.0,7.0,1.0,-4.0,30.0,58.0
Julia,30.0,41.0,9.0,3.0,8.0,11.0,3.0,18.0,-3.0,-4.0,-4.0,-3.0,-2.0,-9.0,-13.0,-17.0,-51.0,-123.0,-79.0,-43.0,-12.0,-6.0,-40.0,-49.0,0.0,1.0,4.0,5.0,9.0,4.0,-13.0,2.0,113.0,56.0,8.0,-14.0,-17.0,-21.0,-4.0,-4.0,1.0,-1.0,2.0,17.0,13.0,-3.0,-4.0,-3.0,-26.0,-18.0,-18.0,-20.0,-30.0,-69.0,-9.0,-27.0,-4.0,-3.0,0.0,11.0,11.0,7.0,3.0,-37.0
Julia,7.0,7.0,1.0,-1.0,9.0,24.0,4.0,27.0,-2.0,-6.0,-8.0,-12.0,-11.0,-12.0,-10.0,0.0,48.0,131.0,25.0,11.0,27.0,35.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,5.0,-6.0,4.0,15.0,15.0,3.0,4.0,32.0,29.0,16.0,-21.0,3.0,-2.0,-2.0,-5.0,-8.0,1.0,-4.0,20.0,-38.0,-68.0,-33.0,-17.0,-23.0,-23.0,-58.0,-22.0,-4.0,-11.0,-9.0,-10.0,-10.0,-6.0,-2.0,-23.0
communication,-1.0,-1.0,-2.0,-5.0,-1.0,0.0,2.0,-2.0,4.0,1.0,-28.0,-19.0,-13.0,-6.0,-6.0,-7.0,-9.0,-8.0,-1.0,-3.0,-12.0,-17.0,6.0,-8.0,34.0,28.0,14.0,18.0,13.0,7.0,7.0,25.0,10.0,5.0,17.0,18.0,22.0,30.0,20.0,10.0,-2.0,-9.0,5.0,10.0,3.0,5.0,3.0,2.0,2.0,-2.0,-5.0,-11.0,-7.0,9.0,0.0,21.0,14.0,-48.0,-28.0,-8.0,2.0,-4.0,0.0,19.0
communication,-2.0,-2.0,-2.0,-1.0,-2.0,-3.0,-5.0,0.0,6.0,-3.0,-10.0,-7.0,-3.0,-2.0,-3.0,-5.0,-7.0,-6.0,-7.0,-4.0,-14.0,-40.0,-37.0,-13.0,28.0,36.0,24.0,9.0,2.0,3.0,5.0,11.0,1.0,5.0,2.0,-9.0,-10.0,-20.0,-1.0,19.0,-29.0,-13.0,-1.0,3.0,-7.0,-1.0,-2.0,38.0,-25.0,-12.0,-20.0,-19.0,-23.0,-19.0,-21.0,-46.0,8.0,42.0,27.0,11.0,-4.0,-5.0,2.0,-17.0
communication,-2.0,-5.0,-7.0,-4.0,-2.0,-2.0,-3.0,-10.0,2.0,0.0,0.0,2.0,5.0,4.0,4.0,0.0,27.0,32.0,-2.0,-3.0,15.0,6.0,3.0,2.0,-17.0,-11.0,-8.0,-4.0,-1.0,3.0,-27.0,-22.0,2.0,-30.0,-22.0,-11.0,-16.0,-11.0,1.0,-2.0,-6.0,-2.0,-5.0,5.0,1.0,8.0,59.0,-88.0,24.0,8.0,19.0,14.0,24.0,-1.0,2.0,-86.0,-1.0,0.0,7.0,-4.0,-8.0,-3.0,3.0,1.0
communication,-2.0,-6.0,-12.0,-11.0,-11.0,-4.0,-4.0,-6.0,-3.0,-5.0,-10.0,-12.0,-12.0,-6.0,-4.0,1.0,-35.0,-26.0,-5.0,-1.0,0.0,-1.0,20.0,20.0,0.0,-7.0,-13.0,-16.0,-18.0,-29.0,-11.0,-11.0,20.0,3.0,-11.0,-1.0,1.0,-7.0,-12.0,-6.0,-10.0,-8.0,0.0,20.0,31.0,23.0,-9.0,-119.0,-23.0,6.0,5.0,4.0,1.0,0.0,3.0,-25.0,13.0,2.0,4.0,-5.0,-8.0,-14.0,-5.0,-49.0
communication,-27.0,-23.0,3.0,3.0,-2.0,0.0,-2.0,-4.0,4.0,7.0,4.0,0.0,-1.0,2.0,6.0,4.0,-19.0,-23.0,9.0,2.0,14.0,10.0,9.0,5.0,22.0,5.0,7.0,1.0,-5.0,-19.0,12.0,13.0,15.0,34.0,25.0,6.0,-9.0,1.0,-2.0,-10.0,7.0,-19.0,-20.0,-28.0,-3.0,40.0,-22.0,-92.0,-41.0,-10.0,10.0,4.0,3.0,-9.0,-14.0,-2.0,-1.0,10.0,27.0,47.0,48.0,27.0,24.0,1.0
communication,-3.0,10.0,12.0,10.0,5.0,1.0,-1.0,-10.0,-1.0,1.0,-2.0,-1.0,1.0,-3.0,-8.0,-4.0,-67.0,-12.0,7.0,11.0,10.0,3.0,1.0,-11.0,-2.0,-7.0,5.0,5.0,8.0,1.0,8.0,-5.0,30.0,1.0,-7.0,-8.0,-4.0,-8.0,-4.0,-25.0,-10.0,-4.0,1.0,-21.0,-43.0,-43.0,-18.0,-27.0,4.0,16.0,10.0,-9.0,1.0,2.0,5.0,14.0,-5.0,-9.0,-5.0,-11.0,-17.0,-36.0,-38.0,-44.0
communication,-4.0,-3.0,-1.0,0.0,-7.0,-9.0,-13.0,-19.0,-25.0,-18.0,-7.0,-5.0,-2.0,-5.0,-8.0,-32.0,-2.0,-5.0,-5.0,-6.0,-16.0,-18.0,-12.0,-18.0,-6.0,-39.0,-31.0,-16.0,-2.0,3.0,9.0,49.0,-5.0,-7.0,-7.0,-3.0,-1.0,15.0,26.0,-15.0,27.0,35.0,10.0,7.0,-4.0,-3.0,16.0,45.0,-31.0,-1.0,5.0,5.0,2.0,14.0,-5.0,-26.0,103.0,126.0,25.0,4.0,-5.0,1.0,-2.0,22.0
